pairAddress,ath_price,supply,ath_market_cap,error,timestamp
GzMwBuW7YBXtdW6nTkhQSebnheU9sMkHBDj8RcsV1nwX,5.788298998013063e-06,1000000000.0,5788.298998013063,,2025-11-12T17:03:49.468518+00:00
